Name,Type,Details,Price,EMI,Discount,Location
2016 Ford Ecosport,1.5 TREND TI VCT Manual,"23,304 km1st OwnerPetrol","₹621,299","₹13,820/month"," ₹6,000 OFF",Mumbai
2014 Hyundai Eon,SPORTZ Manual,"63,171 km1st OwnerPetrol","₹240,399","₹5,348/month"," ₹50,000 OFF",Mumbai
2011 Honda Jazz,1.2 SELECT I VTEC Manual,"121,543 km1st OwnerPetrol","₹252,399","₹5,614/month"," ₹14,000 OFF",Mumbai
2016 Hyundai Elite i20,MAGNA 1.2 Manual,"28,761 km1st OwnerPetrol","₹507,999","₹11,300/month"," ₹50,000 OFF",Mumbai
2017 Maruti Vitara Brezza,ZDI Manual,"74,197 km1st OwnerDiesel","₹652,299","₹14,510/month"," ₹50,000 OFF",Mumbai
2016 Ford Ecosport,1.5TITANIUM TDCI Manual,"86,474 km1st OwnerDiesel","₹594,399","₹13,222/month"," ₹27,000 OFF",Mumbai
2016 Ford Ecosport,1.5TITANIUM TDCI Manual,"51,849 km1st OwnerDiesel","₹612,399","₹13,622/month"," ₹35,000 OFF",Mumbai
2017 Tata Tiago,XZ 1.2 REVOTRON Manual,"26,102 km1st OwnerPetrol","₹463,199","₹10,304/month"," ₹26,000 OFF",Mumbai
2018 Maruti Ciaz,ALPHA 1.3 DDIS SHVS Manual,"50,685 km1st OwnerDiesel","₹772,199","₹17,177/month"," ₹50,000 OFF",Mumbai
,,,,,,Mumbai
,,,,,,Mumbai
2014 Ford Ecosport,1.0 ECOBOOST TITANIUM OPT Manual,"44,165 km1st OwnerPetrol","₹466,999","₹10,388/month"," ₹25,000 OFF",Mumbai
2013 Hyundai Eon,MAGNA PLUS Manual,"13,809 km1st OwnerPetrol","₹219,699","₹4,887/month"," ₹12,000 OFF",Mumbai
2015 Toyota Innova,2.5 VX 7 STR BS IV Manual,"89,358 km3rd OwnerDiesel","₹905,099","₹20,133/month"," ₹21,000 OFF",Mumbai
2012 Maruti Swift,ZXI Manual,"78,889 km1st OwnerPetrol","₹378,499","₹8,420/month"," ₹13,000 OFF",Mumbai
2013 Maruti Ritz,VXI BS IV Manual,"21,445 km2nd OwnerPetrol","₹323,899","₹7,205/month"," ₹17,000 OFF",Mumbai
2018 Maruti S Cross,ZETA 1.3 SHVS Manual,"19,001 km1st OwnerDiesel","₹814,699","₹18,123/month"," ₹10,000 OFF",Mumbai
2016 Maruti Swift,VXI Manual,"39,608 km1st OwnerPetrol","₹411,099","₹9,145/month"," ₹5,000 OFF",Mumbai
2016 Maruti Swift Dzire,VXI 1.2 BS IV Manual,"85,566 km1st OwnerPetrol","₹530,899","₹11,810/month"," ₹28,000 OFF",Mumbai
2016 Maruti Celerio,VDI Manual,"84,347 km1st OwnerDiesel","₹382,899","₹8,517/month"," ₹21,000 OFF",Mumbai
2018 Hyundai Creta,1.6 SX VTVT Manual,"15,061 km1st OwnerPetrol","₹1,019,299","₹22,674/month"," ₹33,000 OFF",Mumbai
2015 Maruti Swift,VXI Manual,"62,081 km1st OwnerPetrol","₹441,199","₹9,814/month"," ₹25,000 OFF",Mumbai
2018 Ford Ecosport,1.5 TITANIUM TI VCT Manual,"8,925 km1st OwnerPetrol","₹739,699","₹16,454/month"," ₹50,000 OFF",Mumbai
2018 Maruti IGNIS,DELTA 1.2 K12 Manual,"12,811 km2nd OwnerPetrol","₹441,499","₹9,821/month"," ₹24,000 OFF",Mumbai
2015 Maruti Wagon R 1.0,LXI Manual,"57,492 km1st OwnerPetrol","₹328,999","₹7,318/month"," ₹30,000 OFF",Mumbai
2015 Maruti Alto 800,LXI CNG Manual,"61,386 km3rd OwnerPetrol + CNG","₹236,499","₹5,261/month"," ₹13,000 OFF",Mumbai
2018 Maruti S Cross,ALPHA SHVS Manual,"28,912 km1st OwnerDiesel","₹928,799","₹20,661/month"," ₹41,000 OFF",Mumbai
2018 Ford Ecosport,1.5 TITANIUM TI VCT Manual,"14,838 km1st OwnerPetrol","₹701,499","₹15,604/month"," ₹5,000 OFF",Mumbai
2018 Tata Hexa,Varicor 400 XTA Automatic,"39,905 km1st OwnerDiesel","₹1,355,199","₹30,146/month"," ₹5,000 OFF",Mumbai
2017 Hyundai Creta,1.6 SX PLUS AUTO PETROL Automatic,"31,602 km1st OwnerPetrol","₹1,061,399","₹23,610/month"," ₹37,000 OFF",Mumbai
2015 Maruti Swift,VXI Manual,"44,747 km1st OwnerPetrol","₹427,899","₹9,518/month"," ₹22,000 OFF",Mumbai
,,,,,,Mumbai
,,,,,,Mumbai
2019 Maruti Celerio,ZXI Manual,"6,559 km1st OwnerPetrol","₹511,199","₹11,371/month"," ₹17,000 OFF",Mumbai
2014 Honda Amaze,1.5 EMT I DTEC Manual,"57,348 km1st OwnerDiesel","₹396,899","₹8,829/month"," ₹21,000 OFF",Mumbai
2014 Maruti Swift,VDI Manual,"89,794 km1st OwnerDiesel","₹465,699","₹10,359/month"," ₹25,000 OFF",Mumbai
2017 Maruti Ertiga,ZDI PLUS SHVS Manual,"62,533 km1st OwnerDiesel","₹822,399","₹18,294/month"," ₹50,000 OFF",Mumbai
2015 Maruti Swift Dzire,VDI ABS Manual,"111,167 km2nd OwnerDiesel","₹500,099","₹11,124/month"," ₹11,000 OFF",Mumbai
2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT Manual,"33,565 km2nd OwnerPetrol","₹414,099","₹9,211/month"," ₹22,000 OFF",Mumbai
2018 Honda WR-V,1.5 i-DTEC VX MT Manual,"37,639 km1st OwnerDiesel","₹756,599","₹16,830/month"," ₹50,000 OFF",Mumbai
2017 Maruti Wagon R 1.0,VXI Manual,"33,826 km1st OwnerPetrol","₹405,399","₹9,018/month"," ₹5,000 OFF",Mumbai
2013 Maruti Swift Dzire,ZXI 1.2 BS IV Manual,"39,859 km1st OwnerPetrol","₹416,299","₹9,260/month"," ₹22,000 OFF",Mumbai
2016 Honda Brio,1.2 S MT I VTEC Manual,"15,805 km1st OwnerPetrol","₹400,799","₹8,916/month"," ₹20,000 OFF",Mumbai
2015 Maruti Celerio,VXI Manual,"22,159 km1st OwnerPetrol","₹362,299","₹8,059/month"," ₹5,000 OFF",Mumbai
2018 Maruti IGNIS,ZETA 1.2 K12 AMT Automatic,"11,321 km1st OwnerPetrol","₹569,499","₹12,668/month"," ₹29,000 OFF",Mumbai
2018 Maruti Swift,ZXI AMT Automatic,"23,649 km1st OwnerPetrol","₹618,799","₹13,765/month"," ₹44,000 OFF",Mumbai
2019 Maruti Vitara Brezza,VDI Manual,"42,680 km1st OwnerDiesel","₹804,599","₹17,898/month"," ₹19,000 OFF",Mumbai
2017 Tata Nano,TWIST XTA Automatic,"41,959 km1st OwnerPetrol","₹225,799","₹5,023/month"," ₹12,000 OFF",Mumbai
2018 Maruti Vitara Brezza,ZDI AMT Automatic,"35,579 km1st OwnerDiesel","₹943,499","₹20,988/month"," ₹25,000 OFF",Mumbai
2017 Maruti Celerio,VXI Manual,"10,142 km1st OwnerPetrol","₹409,799","₹9,116/month"," ₹22,000 OFF",Mumbai
2020 Maruti S PRESSO,VXI Manual,"8,651 km1st OwnerPetrol","₹432,499","₹9,621/month"," ₹18,000 OFF",Mumbai
2017 Maruti Alto 800,LXI Manual,"15,575 km1st OwnerPetrol","₹313,799","₹6,980/month"," ₹5,000 OFF",Mumbai
2010 Hyundai i20,MAGNA O 1.2 Manual,"87,846 km2nd OwnerPetrol + CNG","₹163,299","₹3,632/month"," ₹39,880 OFF",Mumbai
,,,,,,Mumbai
,,,,,,Mumbai
2014 Honda Mobilio,1.5 S I DTEC Manual,"24,169 km1st OwnerDiesel","₹500,099","₹11,124/month"," ₹35,000 OFF",Mumbai
2017 Maruti Ertiga,VDI SHVS Manual,"93,844 km1st OwnerDiesel","₹757,699","₹16,855/month"," ₹32,000 OFF",Mumbai
2019 Maruti Swift,VDI Manual,"19,590 km1st OwnerDiesel","₹703,799","₹15,656/month"," ₹9,000 OFF",Mumbai
2019 Maruti Dzire,VXI Manual,"19,015 km1st OwnerPetrol","₹630,099","₹14,016/month"," ₹40,000 OFF",Mumbai
2018 Honda City,VX CVT PETROL Automatic,"17,138 km2nd OwnerPetrol","₹983,099","₹21,868/month"," ₹45,000 OFF",Mumbai
2018 Hyundai Eon,SPORTZ Manual,"5,701 km1st OwnerPetrol","₹363,999","₹8,097/month"," ₹20,000 OFF",Mumbai
2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT Manual,"6,353 km1st OwnerPetrol","₹451,699","₹10,048/month"," ₹39,000 OFF",Mumbai
2017 Maruti Dzire,ZXI Manual,"37,024 km1st OwnerPetrol","₹562,099","₹12,504/month"," ₹50,000 OFF",Mumbai
2017 Maruti Baleno,DELTA 1.2 K12 Manual,"60,665 km2nd OwnerPetrol + CNG","₹532,299","₹11,841/month"," ₹26,000 OFF",Mumbai
